ObjectId,Country/Region,ISO2,ISO3,Indicator,Technology,Energy_Type,Unit,Source,CTS_Name,CTS_Code,CTS_Full_Descriptor,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020
347,Bulgaria,BG,BGR,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,5621,7406,6826,6752,6682,6675,6412,4896,4641,4363,4568,4535,4898,4667,4430,3937,3765,3733.36,4150.975,4040.362,3758.402
348,Bulgaria,BG,BGR,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,2631,1651,2116,2995,3138.811,4297.428,4213.287,2829.847,2792.71,3431.986,5031.341,2871.581,3177.636,4036.218,4601.825,5654.786,3880.328,2828.103,5146.578,2929.499,2820.398
349,Bulgaria,BG,BGR,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1016,841,1084,1651,1984,1984,1984,2012,2120,2137,2184,2244,2317,2339,2355,2355,2359,2507.55,2515,2514.35,2512.456
350,Bulgaria,BG,BGR,Electricity Generation,Nuclear,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,18178,19553,20222,17280,16815,18653,19493,14643,15765,15256,15249,16314,15785,14171,15867,15383,15776,15545.499,16125.281,16555.288,16625.765
351,Bulgaria,BG,BGR,Electricity Installed Capacity,Nuclear,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,3532,3532,2722,2722,2722,2722,2722,1892,1892,1892,1892,1892,1906,1982,1975,1975,1967,1967,2008,2006,2006
352,Bulgaria,BG,BGR,Electricity Generation,Other non-renewable energy,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,15,,11,6,19,17,7,6,,15,14,23,15,16,14,23,34,34.003,41.453,41.313,39.395
353,Bulgaria,BG,BGR,Electricity Generation,Pumped storage,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,320,520,588,306,224,432.468,365.687,404.152,484.052,620.726,661.175,819.333,798.07,758.92,560.804,491.756,687.514,664.842,276.154,453.246,499.86
354,Bulgaria,BG,BGR,Electricity Installed Capacity,Pumped storage,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864
355,Bulgaria,BG,BGR,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,0.06,0.167,3.267,14.865,100.862,813.867,1360.859,1252.464,1383.274,1386.295,1402.965,1342.775,1442.468,1480.856
356,Bulgaria,BG,BGR,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,0.03,0.1,2,25,154,1013,1020,1026,1029,1028,1035.57,1032.679,1047.95,1097.357
357,Bulgaria,BG,BGR,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,1,4.587,20.047,46.802,121.758,237.009,681.369,861.095,1220.898,1373.512,1330.577,1451.511,1424.97,1504.064,1318.123,1316.988,1477.131
358,Bulgaria,BG,BGR,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,1,8,27,30,114,333,488,541,677,683,699,699,699,698.39,698.92,703.12,702.8
359,Burkina Faso,BF,BFA,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,0.05,0.15,0.3,0.3,1.3,1.3,1.3,1.3
360,Burkina Faso,BF,BFA,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,0.15,0.15,0.9,0.9,0.9,0.9,0.9,0.9
361,Burkina Faso,BF,BFA,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,292.084,311.721,300.92,348.662,371.79,415.752,467.729,501.295,483.468,567.493,447.832,448.322,528.413,625.23,779.66,905.673,833.685,957.903,875.294,588.1,528.214
362,Burkina Faso,BF,BFA,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,48,48,48,150,181,204,226,223,224,224,210,272,329,218,256,296,293,289.16,289.16,339.16,339.16
363,Burkina Faso,BF,BFA,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,98.268,53.782,63.755,95.892,101.459,100.473,80.668,111.417,135.932,132.297,117.538,81.949,96.646,105.543,90.473,93.462,139.485,127.933,91.447,105.317,112.393
364,Burkina Faso,BF,BFA,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,34.5,34.5
365,Burkina Faso,BF,BFA,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.8,0.8,0.8,1.1,1.8,1.9,1.9,2.6,3.7,4.9,5.8,9.4,9.4,10.2,11.3,13,16.2,28.847,97.792,102.54,100.852
366,Burkina Faso,BF,BFA,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.5,0.5,0.5,0.7,1.1,1.2,1.2,1.6,2.3,3,3.6,5.8,5.8,6.3,7,8,10,46.8,61.8,62.387,62.387
367,Burundi,BI,BDI,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,4.028,4.252,4.334,4.121,4.211,4.295,3.993,5.546,4.85,5.944,4.678,5.724,5.691,6.868,5.822,5.803,6.632,6.586,5.669,5.426,5.548
368,Burundi,BI,BDI,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
369,Burundi,BI,BDI,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,6.166,17.536,12.905,2.888,23.074,31.385,28.698,24.086,35.836,53.317,79.325,118.02
370,Burundi,BI,BDI,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,15.5,15.5,20.5,20.5,20.5,20.5,50.5,50.5,50.5,50.5
371,Burundi,BI,BDI,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,98.713,112.343,124.364,100.041,90.393,98.008,154.207,197.509,212.857,200.422,228.956,240.086,251.037,249.041,240.669,236.13,271.945,258.71,240.336,240.336,271.585
372,Burundi,BI,BDI,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,50.253,50.253,50.253,50.253,50.253,50.253,50.253,50.253,50.253,50.253,50.253,50.753,50.753,50.753,50.753,50.753,50.753,48.283,48.283,48.283,48.283
373,Burundi,BI,BDI,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,0.155,0.311,0.466,0.621,0.621,0.932,1.242,2.49,4.043,4.353,4.819,6.372,7.925,7.925,7.925,7.925
374,Burundi,BI,BDI,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,0.1,0.2,0.3,0.4,0.4,0.6,0.8,1.603,2.603,2.803,3.103,4.103,5.103,5.103,5.103,5.103
375,Cabo Verde,CV,CPV,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,141.746,169.567,173.309,193.287,212.383,229.608,243.481,261.65,280.285,290.64,333.921,324.08,300.337,308.032,312.44,334.514,361.406,349.932,340.268,360.926,348.787
376,Cabo Verde,CV,CPV,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,76.11,76.11,76.11,76.11,77.19,77.03,68.218,72.018,86.386,83.242,92.32,99.64,123.04,108.36,108.36,145.327,143.33756,143.33756,140.93756,140.93756,141
377,Cabo Verde,CV,CPV,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,2.105,8.956,7.464,7.253,6.647,6.208,5.637,6.61,9.121,8.985,6.591
378,Cabo Verde,CV,CPV,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,5.5,5.5,5.574,5.651,5.805,6.118,6.174,6.235,7.536,7.581,7.581
379,Cabo Verde,CV,CPV,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,4.549,3.749,5.662,5.366,6.43,6.45,7.441,6.869,5.51,4.661,1.992,15.605,63.03,76.006,82.56,78.813,76.932,68.318,80.231,73.795,63.932
380,Cabo Verde,CV,CPV,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,2.1,2.68,2.4,2.4,2.1,2.1,2.1,2.1,1.8,17,27.2,27.2,27.2,27.2,27.2,27.2,27.8,27.8,27.8
381,Cambodia,KH,KHM,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,0.122,1.68,5.253,4.532,6.486,5.819,11.907,12.997,9.18,19.29,47.115,52.53,71.08,76.473,104.03,78.88
382,Cambodia,KH,KHM,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,0.102,4.512,4.602,5.092,5.776,5.776,6.5,33.5,25.57,33.64,32.445,30.07,50.07,50.77,50.77,41.77
383,Cambodia,KH,KHM,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,525,525,523.045,596.376,714.809,835.71,1034.815,1294.356,1433.296,1180.683,930.811,955.111,893.983,747.74,1189.99,2291.48,2872.55,3858.68,3355.875,4465.86,4365.78
384,Cambodia,KH,KHM,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,170.576,170.576,170.576,174.948,176.824,218.273,282.664,296.85,366.143,353.003,340.972,355.481,334.005,456.993,559.268,707.629,733.415,859.34,818.024,978.226,1334.06
385,Cambodia,KH,KHM,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,40,30,29.145,40.509,28.422,43.542,50.609,49.707,46.284,47.425,31.734,51.522,517.37,1015.54,1851.6,2159.64,2567.96,2711.14,4737.013,4025.34,3860.03
386,Cambodia,KH,KHM,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,10,10,12,12,13,12.96,12.96,12.96,13.386,13.35,13.33,207.06,225.43,683.43,929.43,929.7,930,979.7,1329.7,1329.7,1329.7
387,Cambodia,KH,KHM,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.136,0.268,0.41,0.476,0.522,0.787,1.005,2.256,2.758,3.103,3.185,5.654,6.797,8.521,13.321,17.674,26.626,32.727,42.985,120.473,316.202
388,Cambodia,KH,KHM,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.094,0.185,0.283,0.328,0.36,0.543,0.693,1.556,1.902,2.14,2.196,3.899,4.687,5.877,9.187,12.189,18.363,29.378,28.783,124.015,315.036
389,Cambodia,KH,KHM,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
390,Cambodia,KH,KHM,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
391,Cameroon,CM,CMR,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,409.31,270.28,480.85,564.37,599.51,697.48,1034.05,1062.081,1254.4,1254.4,1336.1528,1336.1528,1336.1528,1336.1528
392,Cameroon,CM,CMR,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,71,70,142.5,142.5,152.5,157.5,182.5,202.5,217.9,303,284.1,268.3,368.3,538.75,538.75,592.45,592.45,705,705,705,705
