ObjectId,Country/Region,ISO2,ISO3,Indicator,Technology,Energy_Type,Unit,Source,CTS_Name,CTS_Code,CTS_Full_Descriptor,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020
1015,Guinea-Bissau,GW,GNB,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,,0.312,0.312,0.312,1.169,1.169,1.169
1016,Guyana,GY,GUY,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,38.441,39.24,46.378,44.261,48.118,40.769,41.082,43.678,37.018,71.784,93.008,90.693,69.197,83.545,78.203,63.138,82.411,82.334,82.077,82.077,82.077
1017,Guyana,GY,GUY,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,21.275,21.275,21.275,21.275,21.275,21.275,21.275,21.275,21.275,51.275,51.275,51.275,51.275,51.275,51.275,51.305,41.765,41.765,42.365,42.365,42.365
1018,Guyana,GY,GUY,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,888.656,911.945,908.482,812.28,848.923,639.861,654.663,690.916,704.522,821.247,862.028,903.945,924.8,938.931,957.236,972.739,1057.409,1083.908,1114.998,1114.9,1114.9
1019,Guyana,GY,GUY,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,300.88,300.88,308,301.273,298.273,236.469,250.929,260.929,269.269,282.379,288.249,292.749,295.879,316.433,298.673,274.983,260.009,281.079,292.249,305.999,305.999
1020,Guyana,GY,GUY,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,2.913,2.913,2.913,2.913,,,,,,,,,,,,,,,0.005,0.005,0.005
1021,Guyana,GY,GUY,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.655,0.811,0.966,1.121,0.777,0.932,1.087,1.243,1.398,1.553,1.709,1.864,2.019,2.175,2.33,2.33,2.33,2.33,2.35,2.37,2.37
1022,Guyana,GY,GUY,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.016,0.016,0.016,0.024,0.024,0.026,0.037,0.037,0.098,0.128,0.248,1.333,1.406,1.489,1.553,2.177,2.805,4.947,8.525,11.955,11.955
1023,Guyana,GY,GUY,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.011,0.011,0.011,0.017,0.017,0.018,0.026,0.026,0.068,0.089,0.173,0.931,0.983,1.04,1.085,1.521,1.96,3.457,6.314,8.355,8.355
1024,Guyana,GY,GUY,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.071,0.071,0.071,0.071,0.11,0.12,0.131,0.35,0.35,0.35,0.35,0.35,0.35
1025,Guyana,GY,GUY,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.08,0.08,0.08,0.08,0.08,0.08
1026,Haiti,HT,HTI,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,264,311,287,280,287,291,299,314,305,514,410,853,879,914,943,955,1013,928,848.389,861.389,861.389
1027,Haiti,HT,HTI,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,145.064,145.064,160.544,201.044,211.044,211.044,211.044,211.044,275.044,336.244,336.244,366.244,371.254,388.254,388.254,388.624,388.624,390.224,390.374,390.374,390.374
1028,Haiti,HT,HTI,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,283,283,260,255,260,265,271,154,181,207,177,121,221,141,90,83,71,127,197,200,200
1029,Haiti,HT,HTI,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,56.286,56.286,56.286,56.286,56.286,56.286,56.286,56.286,56.286,56.286,56.286,56.286,56.286,56.286,56.286,56.286,56.286,56.286,77.886,77.886,77.886
1030,Haiti,HT,HTI,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,0.461,0.951,1.739,2.207,2.513,3.002,3.219,3.682,4.127,4.186,4.229
1031,Haiti,HT,HTI,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,0.01,0.558,0.586,1.158,1.411,1.597,1.964,2.005,2.535,2.554,2.607,2.607
1032,Haiti,HT,HTI,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,,,,,0.033,0.065,0.065
1033,Haiti,HT,HTI,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,,,,,0.024,0.024,0.024
1034,Honduras,HN,HND,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.481,,3.9,40.6,86.2,152.4,199.8,308,443.6,399.9,375.8,329.2,363,350.9,644.275,1062.765,1479.949,1586.152,1385.553,1753.718,1437.433
1035,Honduras,HN,HND,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1.5,1.5,8,16,31.8,57.6,59.8,67.8,81.8,91.5,91.5,137.5,105.5,124.25,124.264,160.914,209.684,209.684,209.684,221.354,221.354
1036,Honduras,HN,HND,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1477.785,2053.049,2547.35,2402.1,3222.7,3664.4,3753.1,3964.1,4051.2,3750.3,3552.9,4149.1,4329.8,4804.5,5292.837,5399.374,5294.149,4744.538,4514.001,5869.534,5405.291
1037,Honduras,HN,HND,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,483.5,486.4,560.9,443.6,645.5,919.4,985.2,980.8,993.2,992.4,992.4,1004.9,981.9,978.1,1038.1,911.4,974.9,974.9,996.15,1021.1,1012.9
1038,Honduras,HN,HND,Electricity Generation,Geothermal energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,,,,92.585,297.068,295.918,306.988
1039,Honduras,HN,HND,Electricity Installed Capacity,Geothermal energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,,,,35,35,35,39
1040,Honduras,HN,HND,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,2275.424,1915.153,1621.136,1740.6,1401.3,1718,2069.8,2214.2,2291.1,2796.6,3080.3,2814.9,2786.5,2739.2,2614.542,2360.265,2246.42,2970.875,3137.977,2421.07,2691.807
1041,Honduras,HN,HND,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,435.2,435.2,464,465.21,474.513,477.699,502.88,519.68,521.98,526.48,526.48,529.18,538.79,557.99,623.99,655.81,670.48,675.89,713.55,729.07,836.97
1042,Honduras,HN,HND,Electricity Generation,Pumped storage,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,,,,,19.789,9.023,9.903
1043,Honduras,HN,HND,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,2.21,2.351,2.61,2.835,3.111,3.484,3.827,4.214,4.459,4.656,5.001,5.669,6.655,7.122,7.122,425.273,891.677,929.267,996.772,1118.339,1048.225
1044,Honduras,HN,HND,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1.599,1.804,1.975,2.128,2.376,2.668,2.872,3.228,3.228,3.512,3.728,4.479,5.156,5.156,5.156,393.156,414.156,453.786,513.686,514,514
1045,Honduras,HN,HND,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,116.7,338.3,310.2,398.306,664.645,582.882,578.087,928.705,819.374,723.955
1046,Honduras,HN,HND,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,102,102,152,152,152,175,225,225,241.3,241.3
1047,Hungary,HU,HUN,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,65,70,42,161,725,1658,1264,1563,1938,2335,2297,1859,1655,1832,2126,2161,2071,2152,2296,2227,2155
1048,Hungary,HU,HUN,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,18,18,58.5,56.5,205.5,355,350.5,346,396,509,514,500,331,328,549,518.5,427,491,512.5,503.5,509
1049,Hungary,HU,HUN,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,20713,21976,21938,22763,20831,19980,20773,23254,22736,17470,18438,17491,16078,12003,10430,11093,12300,13053,12207,12955,12962
1050,Hungary,HU,HUN,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,6352,6448,6528,6319,6497,6285,6300,6239,6154,6139,6108,6736,6649,5632,5602,5509,5626,5587,5564,5611,5586
1051,Hungary,HU,HUN,Electricity Generation,Geothermal energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,,,,1,12,18,16
1052,Hungary,HU,HUN,Electricity Installed Capacity,Geothermal energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,,,,3,3,3,3
1053,Hungary,HU,HUN,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,178,186,194,171,204.68,202.153,185.746,209.993,212.951,228.285,188.384,222.03,212.939,213.125,301.477,233.711,259.315,220,222,219,244
1054,Hungary,HU,HUN,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,48,48,48,54,49,49,49,49,51,53,53,55,56,57,57,57,57,57,57,58,58
1055,Hungary,HU,HUN,Electricity Generation,Nuclear,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,14180,14126,13953,11013,11915,13834,13461,14677,14818,15426,15761,15685,15793,15370,15649,15834,16054,16098,15733,16288,16055
1056,Hungary,HU,HUN,Electricity Installed Capacity,Nuclear,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1851,1866,1866,1866,1866,1866,1866,1825,1940,1940,2000,2000,2000,2000,2000,2000,2000,2000,2013,2013,2013
1057,Hungary,HU,HUN,Electricity Generation,Other non-renewable energy,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,55,56,29,33,26,72,132,146,114,117,152,135,118,133,173,204,290,284,361,358,384
1058,Hungary,HU,HUN,Electricity Installed Capacity,Other non-renewable energy,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,13,12,12.5,12.5,12.5,14,21.5,22,22,22,23,28,27,37,41,48.5,84,79,79.5,82.5,87
1059,Hungary,HU,HUN,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,0.3,0.55,0.65,0.85,1.444,7.908,24.62,67,141,244,349,629,1497,2459
1060,Hungary,HU,HUN,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,0.4,1,1,2,4,12,35,89,172,235,344,728,1400,2131
1061,Hungary,HU,HUN,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,1,1,4,5.55,10.095,43.364,110,204.828,330.93,533.792,625.693,769.992,717.51,656.54,693.323,683.692,758,607,729,655
1062,Hungary,HU,HUN,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,1,1,3,3,17,33,61,134,203,293,331,325,329,329,329,329,329,329,323,321
1063,Iceland,IS,ISL,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,2,4,2,1,,,,,,,,,,,,,
1064,Iceland,IS,ISL,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,1,1,1.5,1.5,1.5,1.5,,,,,,,,,,,
1065,Iceland,IS,ISL,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,5,4,6,6,4,5,4,2,2,2,2,2,3,5,3,4,3,2.085,1.875,2.662,3.067
1066,Iceland,IS,ISL,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,147,149,149,150,142,142,138,118,118,119,121,120,114,114,114,117,117,116.282,116.282,116.282,116.282
1067,Iceland,IS,ISL,Electricity Generation,Geothermal energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1323,1451,1433,1406,1483.484,1657.997,2631.272,3578.547,4037.656,4553.087,4465.322,4701.463,5209.543,5245.021,5238.414,5003.002,5067.28,5169.599,6009.834,6018.138,5960.603
1068,Iceland,IS,ISL,Electricity Installed Capacity,Geothermal energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,172,202,202,202,202,232,422,485,575,575,575,665,665,665,665,665,665,709.958,755.558,755.558,756.158
1069,Iceland,IS,ISL,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,6356,6578,6977,7088,7134.235,7019.286,7292.997,8393.735,12427.434,12279.343,12592.081,12506.84,12336.529,12862.843,12873.016,13780.77,13469.596,14058.722,13813.688,13461.466,13156.972
1070,Iceland,IS,ISL,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1064,1109,1155,1155,1163,1163,1163,1758,1879,1875,1883,1884,1877,1984,1984,1987,1987,1994.747,2098.722,2104.459,2114.419
1071,Iceland,IS,ISL,Electricity Generation,Other non-renewable energy,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,1,,,,,,,,,,,,,
1072,Iceland,IS,ISL,Electricity Installed Capacity,Other non-renewable energy,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,0.5,0.5,0.5,0.5,,,,,,,,,,,
1073,Iceland,IS,ISL,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,0.495,0.712,0.882,1.965,2.73,3.354,4.083,5.419,5.419
1074,Iceland,IS,ISL,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,0.64,0.92,1.139,2.539,3.527,4.333,5.275,7.001,7.001
1075,Iceland,IS,ISL,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,2.75,8.386,10.894,9.21,8.127,4.363,6.569,6.66
1076,Iceland,IS,ISL,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,2,3,3,3,2.43,2.4,2.4,1.8
1077,India,IN,IND,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,2775.071,2951.151,3483.255,4132.277,5144.17,6198.16,7369.985,9327.236,10385.813,11344.05,17091.401,17772.858,24172.406,28916.646,33635.587,29216.075,18571.411,17061.963,19291.282,21927.111,21987.36
1078,India,IN,IND,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,346.9,415.4,483.93,613.43,749.53,960.39,1248.14,1546.835,2212.809,2511.384,3144.506,3677.165,3928.921,4180.348,5030.08,5478.216,8895.171,9417.176,10137.402,10225.634,10532.457
1079,India,IN,IND,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,467943.678,472033.115,491208.742,518024.991,541719.517,561475.023,581491.555,619882.75,659296.179,701866.798,755351.918,798877.092,856777.876,911698.487,963556.929,1055205.255,1122707.115,1175977.126,1231223.293,1280019,1263058.25
1080,India,IN,IND,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,88657.116,91266.241,94607.077,96869.911,100825.745,103386.579,107897.321,115897,119525,132257.25,145700.75,168899.5,189589.75,208840.25,231599.78,256639.25,263891.64,271333.51,290343.84,302436.17,303760.22
